Producto 1,52.349500434076056,34
Producto 2,27.249124108589726,38
Producto 3,90.22015492636369,68
Producto 4,81.17607882441669,70
Producto 5,17.55539084165619,60
Producto 6,95.62254198428451,31
Producto 7,90.81086590645874,74
Producto 8,91.31523293310978,37
Producto 9,58.06930778686103,84
Producto 10,27.192321889768287,31
Producto 11,23.90344973175788,58
Producto 12,31.224627891018223,56
Producto 13,78.44745916887153,60
Producto 14,45.44737582060597,97
Producto 15,86.94078616312092,100
Producto 16,23.378538628155162,26
Producto 17,68.2625736038889,97
Producto 18,30.72964475339884,87
Producto 19,95.14831812140027,95
Producto 20,67.00201375582606,48
Producto 21,89.7852025257583,20
Producto 22,71.22304612574092,50
Producto 23,67.68115923079537,92
Producto 24,74.75014724517436,45
Producto 25,93.00711963350523,77
Producto 26,24.4507958293878,63
Producto 27,47.31311205231401,69
Producto 28,10.60859669085944,14
Producto 29,70.18731784042137,66
Producto 30,46.33397328470067,77
Producto 31,93.07854475874234,37
Producto 32,21.666912826241145,34
Producto 33,17.218464205692058,31
Producto 34,73.227576419712,60
Producto 35,82.92153852343564,33
Producto 36,64.97549927039998,41
Producto 37,46.672837904659,39
Producto 38,98.26652635301323,36
Producto 39,88.02519240200795,40
Producto 40,61.52604245576506,89
Producto 41,41.52513472146054,75
Producto 42,47.67474993231534,62
Producto 43,45.03213400155781,88
Producto 44,54.107358277672304,98
Producto 45,40.68972956488026,94
Producto 46,28.48946511131828,50
Producto 47,50.020148908269135,43
Producto 48,52.0666647614425,94
Producto 49,98.6024072135826,21
Producto 50,51.401772811677255,61
Producto 51,76.78801447214066,64
Producto 52,78.01259642135442,20
Producto 53,13.077345864751672,77
Producto 54,86.96250191390604,63
Producto 55,30.285829614136986,99
Producto 56,47.4934294845702,47
Producto 57,46.72289495192894,30
Producto 58,84.08063313600138,50
Producto 59,19.95095109200429,89
Producto 60,12.125763739465873,4
Producto 61,20.38972262504251,11
Producto 62,48.86918959908153,86
Producto 63,64.55357934379278,27
Producto 64,42.77522074539454,34
Producto 65,18.163383677273693,11
Producto 66,72.96013628113948,80
Producto 67,95.87537448874643,23
Producto 68,17.668579671797666,56
Producto 69,21.61960049527871,20
Producto 70,99.21370404973331,20
Producto 71,69.9769969392586,70
Producto 72,96.57126625830095,17
Producto 73,28.43319135891325,77
Producto 74,98.23729267568812,31
Producto 75,56.61441931658427,4
Producto 76,60.39759992928892,99
Producto 77,27.90542335936039,16
Producto 78,79.12804667566321,62
Producto 79,30.554350147325216,61
Producto 80,30.53443986904608,45
Producto 81,49.47340752029017,82
Producto 82,55.42886099411797,7
Producto 83,95.61556732203417,34
Producto 84,50.30044494899578,26
Producto 85,92.87550034858651,23
Producto 86,51.896393550768224,52
Producto 87,62.123955811277504,67
Producto 88,24.298560720784536,38
Producto 89,19.623559174447657,43
Producto 90,77.60573238515366,55
Producto 91,37.58576739365773,22
Producto 92,84.2992615980878,87
Producto 93,44.00474198505688,90
Producto 94,44.23099365278339,22
Producto 95,35.81898639800907,23
Producto 96,56.99469059717496,47
Producto 97,92.0899962469539,41
Producto 98,46.471008745610845,49
Producto 99,12.876414852876088,60
Producto 100,83.80397044994379,10
Producto 101,60.432725938961426,48
Producto 102,28.099566396498428,19
Producto 103,67.43956957442921,70
Producto 104,63.47773590076363,54
Producto 105,13.256598761892654,60
Producto 106,53.323223010859785,8
Producto 107,94.93832676039297,72
Producto 108,30.203166214623323,9
Producto 109,83.53391685979949,72
Producto 110,77.98615705338601,94
Producto 111,24.722186524421833,64
Producto 112,67.639216724902,28
Producto 113,16.07605803388715,2
Producto 114,77.69784294599478,11
Producto 115,21.78678433894021,90
Producto 116,51.683914564302555,27
Producto 117,47.89617651991256,93
Producto 118,33.380571245680045,25
Producto 119,35.15319360972626,100
Producto 120,39.36538835479608,92
Producto 121,73.21243713727529,8
Producto 122,37.78089846077471,39
Producto 123,35.854502355187506,94
Producto 124,77.00570458170358,31
Producto 125,57.958348071662094,94
Producto 126,23.755832452454655,71
Producto 127,59.59108809009172,31
Producto 128,94.93252412606357,12
Producto 129,19.977165947263906,14
Producto 130,43.689207380492675,75
Producto 131,13.03976685373151,93
Producto 132,75.12090658638304,49
Producto 133,73.53424055771004,87
Producto 134,70.9017027167026,10
Producto 135,51.48708155579573,89
Producto 136,29.333561931823137,71
Producto 137,26.62891147027234,17
Producto 138,86.29998650028871,70
Producto 139,71.03823102659373,91
Producto 140,40.90217584511085,75
Producto 141,99.76432660190359,88
Producto 142,82.26359028961134,47
Producto 143,34.74553141887839,69
Producto 144,18.558375349571644,77
Producto 145,11.4983073808182,3
Producto 146,73.31866299249683,41
Producto 147,98.8794009249461,53
Producto 148,57.54333208197649,53
Producto 149,44.41686154437486,68
Producto 150,84.04929569272493,61
Producto 151,55.61034061031769,84
Producto 152,18.182980221219278,62
Producto 153,28.21753860975924,85
Producto 154,70.20481592349684,74
Producto 155,89.01566354555924,10
Producto 156,70.26085581813382,83
Producto 157,33.233790009749995,23
Producto 158,70.43916318656146,94
Producto 159,53.20381529324487,35
Producto 160,58.23879696157715,41
Producto 161,38.127904522211544,14
Producto 162,70.53736779124515,88
Producto 163,80.94037301309086,47
Producto 164,52.12282053386369,17
Producto 165,43.174775159746176,94
Producto 166,99.34953328925079,27
Producto 167,64.56512600755067,19
Producto 168,66.96379620071633,11
Producto 169,99.00139476097117,53
Producto 170,91.7534085302068,8
Producto 171,50.01837225286218,89
Producto 172,18.904092709887205,100
Producto 173,29.370127794655406,3
Producto 174,79.46471430338916,40
Producto 175,12.100929872402896,87
Producto 176,99.49996805942737,5
Producto 177,47.26287979054793,15
Producto 178,89.28131265625007,38
Producto 179,96.17523833683035,22
Producto 180,11.598973844336099,59
Producto 181,28.585435231284706,76
Producto 182,46.679941098860866,51
Producto 183,51.60215212334715,6
Producto 184,97.80742112397962,41
Producto 185,59.21307601342135,11
Producto 186,79.17239948751116,93
Producto 187,75.9834413931244,41
Producto 188,78.27295756796671,35
Producto 189,52.93130568382297,33
Producto 190,89.2184035054165,88
Producto 191,22.342573222700835,78
Producto 192,81.26638447190606,86
Producto 193,73.74585711733775,47
Producto 194,80.50273781853763,72
Producto 195,57.183046089965096,51
Producto 196,31.906781401805656,10
Producto 197,66.46417259583333,13
Producto 198,35.008981352335084,82
Producto 199,66.25106880273925,83
Producto 200,29.46790098737827,56
Producto 201,45.01150167790971,71
Producto 202,86.84017190141259,1
Producto 203,61.04558312534213,26
Producto 204,67.83982102260704,52
Producto 205,28.28726720160611,10
Producto 206,93.41542399785881,9
Producto 207,71.3350657594874,5
Producto 208,47.64958148554289,61
Producto 209,82.60398740996669,53
Producto 210,78.148029686137,79
Producto 211,81.00341409660601,19
Producto 212,81.80384182953131,20
Producto 213,56.70938922512138,23
Producto 214,45.11640011570616,79
Producto 215,72.63221071207667,5
Producto 216,86.86858602955989,71
Producto 217,92.02555680214243,48
Producto 218,26.368852271702657,26
Producto 219,33.329483781465825,57
Producto 220,33.80539566339606,54
Producto 221,29.548972667151556,28
Producto 222,21.91325040708012,55
Producto 223,61.572511216830826,12
Producto 224,63.51267319778591,36
Producto 225,79.979647992307,9
Producto 226,13.747391358689022,72
Producto 227,12.607427259035603,38
Producto 228,91.2727348351508,3
Producto 229,59.45058622526034,44
Producto 230,66.60877290796962,15
Producto 231,68.38532262288956,42
Producto 232,24.918899702910203,19
Producto 233,72.9718405807609,50
Producto 234,85.02080095176173,2
Producto 235,25.31726499660619,20
Producto 236,63.42425891625454,95
Producto 237,47.963731797910555,26
Producto 238,58.60021614655694,81
Producto 239,43.93969807916904,79
Producto 240,57.381158862555864,14
Producto 241,20.065114661327303,51
Producto 242,48.60200769570698,18
Producto 243,73.02084346612541,91
Producto 244,20.367198981769523,78
Producto 245,31.97020397832229,88
Producto 246,96.52701770672964,50
Producto 247,14.607837849713345,4
Producto 248,68.57868726259487,93
Producto 249,91.82053398933753,61
Producto 250,56.350665735325975,76
Producto 251,13.242937868239926,86
Producto 252,28.172262635997413,17
Producto 253,59.2577564164628,69
Producto 254,75.84506918425238,19
Producto 255,80.20777527689111,39
Producto 256,32.93415389467603,96
Producto 257,63.09810550060556,14
Producto 258,33.247830962161686,70
Producto 259,86.30145876161741,32
Producto 260,46.60578943714061,90
Producto 261,71.31064203241287,87
Producto 262,82.53598104785576,25
Producto 263,95.45454706893032,2
Producto 264,43.40718780884195,32
Producto 265,28.264754913277425,58
Producto 266,50.97665997577372,96
Producto 267,77.41641101595768,55
Producto 268,24.554744720058736,98
Producto 269,23.81005978227924,41
Producto 270,62.06974038334318,24
Producto 271,83.12751207717959,45
Producto 272,10.79741451658608,45
Producto 273,74.60288489502818,10
Producto 274,93.58384456539956,43
Producto 275,55.70530945171911,85
Producto 276,14.539878432647052,82
Producto 277,62.76677608187427,9
Producto 278,32.09708981784061,69
Producto 279,40.05601327364632,65
Producto 280,58.76444952255858,71
Producto 281,56.042872789938556,49
Producto 282,50.90294874668046,25
Producto 283,89.07716014439335,63
Producto 284,56.522472390138056,61
Producto 285,78.4786908947408,39
Producto 286,20.581703201711896,74
Producto 287,58.075916562657,93
Producto 288,83.12458738802744,5
Producto 289,25.70245709554071,13
Producto 290,98.1496690504468,77
Producto 291,23.124047871196495,68
Producto 292,89.20310565890756,48
Producto 293,93.8206550018039,99
Producto 294,36.05930146576745,12
Producto 295,26.230879569753004,27
Producto 296,77.66586350636032,85
Producto 297,53.672290575587795,84
Producto 298,11.391734332988866,60
Producto 299,26.045926636577097,84
Producto 300,97.11376441992415,87
Producto 301,37.18355176245558,24
Producto 302,28.840752694220146,71
Producto 303,29.365288488575715,12
Producto 304,84.32971773871661,98
Producto 305,67.98758580526302,95
Producto 306,88.91734550210586,21
Producto 307,24.812591897935178,56
Producto 308,31.19394669569228,99
Producto 309,98.2513805711696,74
Producto 310,97.21229944452827,80
Producto 311,65.26631821533965,90
Producto 312,74.64644992852337,17
Producto 313,90.2996092354301,48
Producto 314,16.777237054607,4
Producto 315,16.159492322692156,9
Producto 316,55.939341860990766,29
